golden_1_23_80_24219,abaabaabaababaababaabaabaabaababaabababaabaababaabababaabaabaabaababaababaababaa
golden_2_23_80_17241,baababaababaabaabaabaababaabaabaabababaabaababaababaabaabababaabaabababaabaabaab
golden_3_23_80_62577,abaabaababaabaabaabaababaabaabaabaabaabaabaabaababababaababaabababababababaabaab
golden_4_23_80_50874,ababaabababaabaabaababaabaababaabaabaabaabaabaabababaababababababaabababaababaab
lsys_1_23_80_44213,abaabaababaabaababaababaabaababaabaababaababaabaababaababaabaababaabaababaababaa
lsys_2_23_80_49340,ababaababaabaababaabaababaababaabaababaababaabaababaabaababaababaabaababaabaabab
lsys_3_23_80_23074,babaabaababaabaababaababaabaababaabaababaababaabaababaababaabaababaabaababaababa
lsys_4_23_80_1696,aababaababaabaababaabaababaababaabaababaababaabaababaabaababaababaabaababaabaaba
easy_1_23_80_52429,aabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaabab
easy_2_23_80_62373,aabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaabab
easy_3_23_80_51629,aabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaabab
easy_4_23_80_25872,aabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaababaabaabab
