subjectID,trialID,currentTime,eventType,stimType,stimFile,stimChar
e01,4,1482142628297,trialStart,easy,easy_2_23_80_62373,
e01,,1482142628699,charShow,,,a
e01,,1482142629100,charShow,,,a
e01,,1482142629234,screenTap,,,
e01,,1482142629499,charShow,,,b
e01,,1482142629900,charShow,,,a
e01,,1482142629974,screenTap,,,
e01,,1482142630299,charShow,,,a
e01,,1482142630699,charShow,,,b
e01,,1482142631032,screenTap,,,
e01,,1482142631100,charShow,,,a
e01,,1482142631500,charShow,,,b
e01,,1482142631899,charShow,,,a
e01,,1482142631907,screenTap,,,
e01,,1482142632300,charShow,,,a
e01,,1482142632700,charShow,,,b
e01,,1482142633029,screenTap,,,
e01,,1482142633099,charShow,,,a
e01,,1482142633500,charShow,,,a
e01,,1482142633900,charShow,,,b
e01,,1482142634229,screenTap,,,
e01,,1482142634299,charShow,,,a
e01,,1482142634700,charShow,,,b
e01,,1482142635100,charShow,,,a
e01,,1482142635125,screenTap,,,
e01,,1482142635500,charShow,,,a
e01,,1482142635899,charShow,,,b
e01,,1482142636244,screenTap,,,
e01,,1482142636299,charShow,,,a
e01,,1482142636699,charShow,,,a
e01,,1482142637100,charShow,,,b
e01,,1482142637500,charShow,,,a
e01,,1482142637721,screenTap,,,
e01,,1482142637900,charShow,,,b
e01,,1482142638299,charShow,,,a
e01,,1482142638394,screenTap,,,
e01,,1482142638700,charShow,,,a
e01,,1482142639099,charShow,,,b
e01,,1482142639443,screenTap,,,
e01,,1482142639500,charShow,,,a
e01,,1482142639899,charShow,,,a
e01,,1482142640300,charShow,,,b
e01,,1482142640641,screenTap,,,
e01,,1482142640700,charShow,,,a
e01,,1482142641101,charShow,,,b
e01,,1482142641484,screenTap,,,
e01,,1482142641500,charShow,,,a
e01,,1482142641901,charShow,,,a
e01,,1482142642301,charShow,,,b
e01,,1482142642640,screenTap,,,
e01,,1482142642701,charShow,,,a
e01,,1482142643101,charShow,,,a
e01,,1482142643500,charShow,,,b
e01,,1482142643858,screenTap,,,
e01,,1482142643900,charShow,,,a
e01,,1482142644301,charShow,,,b
e01,,1482142644701,charShow,,,a
e01,,1482142644726,screenTap,,,
e01,,1482142645101,charShow,,,a
e01,,1482142645501,charShow,,,b
e01,,1482142645864,screenTap,,,
e01,,1482142645900,charShow,,,a
e01,,1482142646301,charShow,,,a
e01,,1482142646701,charShow,,,b
e01,,1482142647015,screenTap,,,
e01,,1482142647100,charShow,,,a
e01,,1482142647500,charShow,,,b
e01,,1482142647851,screenTap,,,
e01,,1482142647900,charShow,,,a
e01,,1482142648301,charShow,,,a
e01,,1482142648703,charShow,,,b
e01,,1482142649060,screenTap,,,
e01,,1482142649100,charShow,,,a
e01,,1482142649500,charShow,,,a
e01,,1482142649901,charShow,,,b
e01,,1482142650300,charShow,,,a
e01,,1482142650321,screenTap,,,
e01,,1482142650701,charShow,,,b
e01,,1482142651100,charShow,,,a
e01,,1482142651146,screenTap,,,
e01,,1482142651501,charShow,,,a
e01,,1482142651900,charShow,,,b
e01,,1482142652263,screenTap,,,
e01,,1482142652299,charShow,,,a
e01,,1482142652700,charShow,,,a
e01,,1482142653101,charShow,,,b
e01,,1482142653491,screenTap,,,
e01,,1482142653505,charShow,,,a
e01,,1482142653900,charShow,,,b
e01,,1482142654299,charShow,,,a
e01,,1482142654360,screenTap,,,
e01,,1482142654701,charShow,,,a
e01,,1482142655101,charShow,,,b
e01,,1482142655464,screenTap,,,
e01,,1482142655500,charShow,,,a
e01,,1482142655901,charShow,,,a
e01,,1482142656300,charShow,,,b
e01,,1482142656701,charShow,,,a
e01,,1482142656707,screenTap,,,
e01,,1482142657100,charShow,,,b
e01,,1482142657501,charShow,,,a
e01,,1482142657648,screenTap,,,
e01,,1482142657901,charShow,,,a
e01,,1482142658300,charShow,,,b
e01,,1482142658654,screenTap,,,
e01,,1482142658700,charShow,,,a
e01,,1482142659102,charShow,,,a
e01,,1482142659501,charShow,,,b
e01,,1482142659825,screenTap,,,
e01,,1482142659900,charShow,,,a
e01,,1482142660300,charShow,,,b
e01,,1482142660831,screenTap,,,
e01,5,1482142662172,trialStart,lsys,lsys_2_23_80_49340,
e01,,1482142662574,charShow,,,a
e01,,1482142662975,charShow,,,b
e01,,1482142663326,screenTap,,,
e01,,1482142663374,charShow,,,a
e01,,1482142663775,charShow,,,b
e01,,1482142664177,charShow,,,a
e01,,1482142664179,screenTap,,,
e01,,1482142664575,charShow,,,a
e01,,1482142664974,charShow,,,b
e01,,1482142665326,screenTap,,,
e01,,1482142665374,charShow,,,a
e01,,1482142665774,charShow,,,b
e01,,1482142666174,charShow,,,a
e01,,1482142666195,screenTap,,,
e01,,1482142666575,charShow,,,a
e01,,1482142666975,charShow,,,b
e01,,1482142667310,screenTap,,,
e01,,1482142667374,charShow,,,a
e01,,1482142667774,charShow,,,a
e01,,1482142668174,charShow,,,b
e01,,1482142668557,screenTap,,,
e01,,1482142668574,charShow,,,a
e01,,1482142668974,charShow,,,b
e01,,1482142669375,charShow,,,a
e01,,1482142669398,screenTap,,,
e01,,1482142669775,charShow,,,a
e01,,1482142670175,charShow,,,b
e01,,1482142670547,screenTap,,,
e01,,1482142670574,charShow,,,a
e01,,1482142670974,charShow,,,a
e01,,1482142671375,charShow,,,b
e01,,1482142671729,screenTap,,,
e01,,1482142671774,charShow,,,a
e01,,1482142672175,charShow,,,b
e01,,1482142672575,charShow,,,a
e01,,1482142672600,screenTap,,,
e01,,1482142672975,charShow,,,a
e01,,1482142673374,charShow,,,b
e01,,1482142673689,screenTap,,,
e01,,1482142673774,charShow,,,a
e01,,1482142674174,charShow,,,b
e01,,1482142674561,screenTap,,,
e01,,1482142674579,charShow,,,a
e01,,1482142674975,charShow,,,a
e01,,1482142675375,charShow,,,b
e01,,1482142675688,screenTap,,,
e01,,1482142675774,charShow,,,a
e01,,1482142676174,charShow,,,a
e01,,1482142676574,charShow,,,b
e01,,1482142676919,screenTap,,,
e01,,1482142676974,charShow,,,a
e01,,1482142677375,charShow,,,b
e01,,1482142677775,charShow,,,a
e01,,1482142677874,screenTap,,,
e01,,1482142678174,charShow,,,a
e01,,1482142678574,charShow,,,b
e01,,1482142678901,screenTap,,,
e01,,1482142678975,charShow,,,a
e01,,1482142679375,charShow,,,b
e01,,1482142679774,charShow,,,a
e01,,1482142679822,screenTap,,,
e01,,1482142680174,charShow,,,a
e01,,1482142680575,charShow,,,b
e01,,1482142680926,screenTap,,,
e01,,1482142680974,charShow,,,a
e01,,1482142681375,charShow,,,a
e01,,1482142681774,charShow,,,b
e01,,1482142682085,screenTap,,,
e01,,1482142682174,charShow,,,a
e01,,1482142682574,charShow,,,b
e01,,1482142682974,charShow,,,a
e01,,1482142683018,screenTap,,,
e01,,1482142683376,charShow,,,a
e01,,1482142683775,charShow,,,b
e01,,1482142684140,screenTap,,,
e01,,1482142684174,charShow,,,a
e01,,1482142684575,charShow,,,a
e01,,1482142684975,charShow,,,b
e01,,1482142685353,screenTap,,,
e01,,1482142685374,charShow,,,a
e01,,1482142685774,charShow,,,b
e01,,1482142686175,charShow,,,a
e01,,1482142686252,screenTap,,,
e01,,1482142686575,charShow,,,a
e01,,1482142686974,charShow,,,b
e01,,1482142687350,screenTap,,,
e01,,1482142687376,charShow,,,a
e01,,1482142687775,charShow,,,b
e01,,1482142688155,screenTap,,,
e01,,1482142688173,charShow,,,a
e01,,1482142688575,charShow,,,a
e01,,1482142688974,charShow,,,b
e01,,1482142689278,screenTap,,,
e01,,1482142689374,charShow,,,a
e01,,1482142689775,charShow,,,a
e01,,1482142690175,charShow,,,b
e01,,1482142690494,screenTap,,,
e01,,1482142690575,charShow,,,a
e01,,1482142690974,charShow,,,b
e01,,1482142691357,screenTap,,,
e01,,1482142691374,charShow,,,a
e01,,1482142691774,charShow,,,a
e01,,1482142692175,charShow,,,b
e01,,1482142692511,screenTap,,,
e01,,1482142692574,charShow,,,a
e01,,1482142692976,charShow,,,a
e01,,1482142693375,charShow,,,b
e01,,1482142693675,screenTap,,,
e01,,1482142693775,charShow,,,a
e01,,1482142694176,charShow,,,b
e01,,1482142694681,screenTap,,,
e01,6,1482142695820,trialStart,easy,easy_3_23_80_51629,
e01,,1482142696223,charShow,,,a
