subjectID,trialID,currentTime,eventType,stimType,stimFile,stimChar
e06,4,1484313550643,trialStart,lsys,lsys_4_23_80_1696,
e06,,1484313551044,charShow,,,a
e06,,1484313551447,charShow,,,a
e06,,1484313551845,charShow,,,b
e06,,1484313552163,screenTap,,,
e06,,1484313552244,charShow,,,a
e06,,1484313552645,charShow,,,b
e06,,1484313553031,screenTap,,,
e06,,1484313553046,charShow,,,a
e06,,1484313553445,charShow,,,a
e06,,1484313553845,charShow,,,b
e06,,1484313554244,charShow,,,a
e06,,1484313554276,screenTap,,,
e06,,1484313554645,charShow,,,b
e06,,1484313555044,charShow,,,a
e06,,1484313555062,screenTap,,,
e06,,1484313555445,charShow,,,a
e06,,1484313555844,charShow,,,b
e06,,1484313556245,charShow,,,a
e06,,1484313556301,screenTap,,,
e06,,1484313556645,charShow,,,a
e06,,1484313557046,charShow,,,b
e06,,1484313557368,screenTap,,,
e06,,1484313557446,charShow,,,a
e06,,1484313557846,charShow,,,b
e06,,1484313558246,charShow,,,a
e06,,1484313558297,screenTap,,,
e06,,1484313558646,charShow,,,a
e06,,1484313559046,charShow,,,b
e06,,1484313559418,screenTap,,,
e06,,1484313559446,charShow,,,a
e06,,1484313559845,charShow,,,a
e06,,1484313560246,charShow,,,b
e06,,1484313560580,screenTap,,,
e06,,1484313560646,charShow,,,a
e06,,1484313561046,charShow,,,b
e06,,1484313561435,screenTap,,,
e06,,1484313561448,charShow,,,a
e06,,1484313561846,charShow,,,a
e06,,1484313562246,charShow,,,b
e06,,1484313562547,screenTap,,,
e06,,1484313562645,charShow,,,a
e06,,1484313563046,charShow,,,b
e06,,1484313563431,screenTap,,,
e06,,1484313563446,charShow,,,a
e06,,1484313563846,charShow,,,a
e06,,1484313564246,charShow,,,b
e06,,1484313564604,screenTap,,,
e06,,1484313564646,charShow,,,a
e06,,1484313565046,charShow,,,a
e06,,1484313565445,charShow,,,b
e06,,1484313565762,screenTap,,,
e06,,1484313565846,charShow,,,a
e06,,1484313566246,charShow,,,b
e06,,1484313566646,charShow,,,a
e06,,1484313566665,screenTap,,,
e06,,1484313567045,charShow,,,a
e06,,1484313567446,charShow,,,b
e06,,1484313567762,screenTap,,,
e06,,1484313567845,charShow,,,a
e06,,1484313568246,charShow,,,b
e06,,1484313568593,screenTap,,,
e06,,1484313568646,charShow,,,a
e06,,1484313569046,charShow,,,a
e06,,1484313569446,charShow,,,b
e06,,1484313569808,screenTap,,,
e06,,1484313569845,charShow,,,a
e06,,1484313570248,charShow,,,a
e06,,1484313570647,charShow,,,b
e06,,1484313570997,screenTap,,,
e06,,1484313571045,charShow,,,a
e06,,1484313571446,charShow,,,b
e06,,1484313571846,charShow,,,a
e06,,1484313571863,screenTap,,,
e06,,1484313572246,charShow,,,a
e06,,1484313572646,charShow,,,b
e06,,1484313573033,screenTap,,,
e06,,1484313573045,charShow,,,a
e06,,1484313573445,charShow,,,a
e06,,1484313573846,charShow,,,b
e06,,1484313574164,screenTap,,,
e06,,1484313574245,charShow,,,a
e06,,1484313574646,charShow,,,b
e06,,1484313575046,charShow,,,a
e06,,1484313575081,screenTap,,,
e06,,1484313575446,charShow,,,a
e06,,1484313575845,charShow,,,b
e06,,1484313576164,screenTap,,,
