subjectID,trialID,currentTime,eventType,stimType,stimFile,stimChar
e04,1,1484131217396,trialStart,training,training_1_23_172_22709,
e04,,1484131217798,charShow,,,a
e04,,1484131218199,charShow,,,b
e04,,1484131218599,charShow,,,a
e04,,1484131218999,charShow,,,a
e04,,1484131219399,charShow,,,b
e04,,1484131219799,charShow,,,a
e04,,1484131219884,screenTap,,,
e04,,1484131220199,charShow,,,b
e04,,1484131220599,charShow,,,a
e04,,1484131220783,screenTap,,,
e04,,1484131220998,charShow,,,a
e04,,1484131221398,charShow,,,b
e04,,1484131221799,charShow,,,a
e04,,1484131221874,screenTap,,,
e04,,1484131222199,charShow,,,b
e04,,1484131222599,charShow,,,a
e04,,1484131222639,screenTap,,,
e04,,1484131222998,charShow,,,a
e04,,1484131223399,charShow,,,b
e04,,1484131223777,screenTap,,,
e04,,1484131223801,charShow,,,a
e04,,1484131224199,charShow,,,a
e04,,1484131224599,charShow,,,b
e04,,1484131224996,screenTap,,,
e04,,1484131225006,charShow,,,a
e04,,1484131225400,charShow,,,b
e04,,1484131225799,charShow,,,a
e04,,1484131225837,screenTap,,,
e04,,1484131226199,charShow,,,a
e04,,1484131226600,charShow,,,b
e04,,1484131226947,screenTap,,,
e04,,1484131226999,charShow,,,a
e04,,1484131227398,charShow,,,a
e04,,1484131227799,charShow,,,b
e04,,1484131228165,screenTap,,,
e04,,1484131228199,charShow,,,a
e04,,1484131228599,charShow,,,b
e04,,1484131228998,charShow,,,a
e04,,1484131229008,screenTap,,,
e04,,1484131229399,charShow,,,a
e04,,1484131229799,charShow,,,b
e04,,1484131230165,screenTap,,,
e04,,1484131230198,charShow,,,a
e04,,1484131230599,charShow,,,b
e04,,1484131230998,charShow,,,a
e04,,1484131231016,screenTap,,,
e04,,1484131231399,charShow,,,a
e04,,1484131231799,charShow,,,b
e04,,1484131232181,screenTap,,,
e04,,1484131232198,charShow,,,a
e04,,1484131232599,charShow,,,a
e04,,1484131232998,charShow,,,b
e04,,1484131233372,screenTap,,,
e04,,1484131233399,charShow,,,a
e04,,1484131233798,charShow,,,b
e04,,1484131234199,charShow,,,a
e04,,1484131234272,screenTap,,,
e04,,1484131234599,charShow,,,a
e04,,1484131234999,charShow,,,b
e04,,1484131235344,screenTap,,,
e04,,1484131235399,charShow,,,a
e04,,1484131235800,charShow,,,b
e04,,1484131236171,screenTap,,,
e04,,1484131236198,charShow,,,a
