subjectID,trialID,currentTime,eventType,stimType,stimFile,stimChar
e05,7,1484228129860,trialStart,lsys,lsys_2_23_80_49340,
e05,,1484228130261,charShow,,,a
e05,,1484228130663,charShow,,,b
e05,,1484228131062,charShow,,,a
e05,,1484228131463,charShow,,,b
e05,,1484228131863,charShow,,,a
e05,,1484228132263,charShow,,,a
e05,,1484228132662,charShow,,,b
e05,,1484228132767,screenTap,,,
e05,,1484228133063,charShow,,,a
e05,,1484228133462,charShow,,,b
e05,,1484228133862,charShow,,,a
e05,,1484228133916,screenTap,,,
e05,,1484228134262,charShow,,,a
e05,,1484228134664,charShow,,,b
e05,,1484228135063,charShow,,,a
e05,,1484228135463,charShow,,,a
e05,,1484228135862,charShow,,,b
e05,,1484228136111,screenTap,,,
e05,,1484228136262,charShow,,,a
e05,,1484228136662,charShow,,,b
e05,,1484228136965,screenTap,,,
e05,,1484228137062,charShow,,,a
e05,,1484228137462,charShow,,,a
e05,,1484228137863,charShow,,,b
e05,,1484228138141,screenTap,,,
e05,,1484228138262,charShow,,,a
e05,,1484228138662,charShow,,,a
e05,,1484228139062,charShow,,,b
e05,,1484228139323,screenTap,,,
e05,,1484228139463,charShow,,,a
e05,,1484228139862,charShow,,,b
e05,,1484228140221,screenTap,,,
e05,,1484228140263,charShow,,,a
e05,,1484228140662,charShow,,,a
e05,,1484228141062,charShow,,,b
e05,,1484228141302,screenTap,,,
e05,,1484228141462,charShow,,,a
e05,,1484228141863,charShow,,,b
e05,,1484228142107,screenTap,,,
e05,,1484228142262,charShow,,,a
e05,,1484228142662,charShow,,,a
e05,,1484228143063,charShow,,,b
e05,,1484228143286,screenTap,,,
e05,,1484228143462,charShow,,,a
e05,,1484228143863,charShow,,,a
e05,,1484228144255,screenTap,,,
e05,,1484228144263,charShow,,,b
e05,,1484228144662,charShow,,,a
e05,,1484228145063,charShow,,,b
e05,,1484228145304,screenTap,,,
e05,,1484228145462,charShow,,,a
e05,,1484228145862,charShow,,,a
e05,,1484228146263,charShow,,,b
e05,,1484228146418,screenTap,,,
e05,,1484228146662,charShow,,,a
e05,,1484228147062,charShow,,,b
e05,,1484228147341,screenTap,,,
e05,,1484228147463,charShow,,,a
e05,,1484228147863,charShow,,,a
e05,,1484228148160,screenTap,,,
e05,,1484228148263,charShow,,,b
e05,,1484228148661,charShow,,,a
e05,,1484228149063,charShow,,,a
e05,,1484228149238,screenTap,,,
e05,,1484228149462,charShow,,,b
e05,,1484228149862,charShow,,,a
e05,,1484228150262,charShow,,,b
e05,,1484228150554,screenTap,,,
e05,,1484228150662,charShow,,,a
e05,,1484228151063,charShow,,,a
e05,,1484228151463,charShow,,,b
e05,,1484228151625,screenTap,,,
e05,,1484228151863,charShow,,,a
e05,,1484228152263,charShow,,,a
e05,,1484228152555,screenTap,,,
e05,,1484228152662,charShow,,,b
e05,,1484228153061,charShow,,,a
e05,,1484228153462,charShow,,,b
e05,,1484228153748,screenTap,,,
e05,,1484228153866,charShow,,,a
e05,,1484228154262,charShow,,,a
e05,,1484228154662,charShow,,,b
e05,,1484228154828,screenTap,,,
e05,,1484228155062,charShow,,,a
e05,,1484228155463,charShow,,,b
e05,,1484228155729,screenTap,,,
e05,,1484228155865,charShow,,,a
e05,,1484228156263,charShow,,,a
e05,,1484228156663,charShow,,,b
e05,,1484228156917,screenTap,,,
e05,,1484228157062,charShow,,,a
e05,,1484228157464,charShow,,,a
e05,,1484228157757,screenTap,,,
e05,,1484228157863,charShow,,,b
e05,,1484228158263,charShow,,,a
e05,,1484228158663,charShow,,,b
e05,,1484228158943,screenTap,,,
e05,,1484228159063,charShow,,,a
e05,,1484228159463,charShow,,,a
e05,,1484228159863,charShow,,,b
e05,,1484228160264,charShow,,,a
e05,,1484228160664,charShow,,,a
e05,,1484228161064,charShow,,,b
e05,,1484228161464,charShow,,,a
e05,,1484228161864,charShow,,,b
e05,8,1484228166165,trialStart,lsys,lsys_1_23_80_44213,
e05,,1484228166570,charShow,,,a
e05,,1484228166969,charShow,,,b
e05,,1484228167368,charShow,,,a
e05,,1484228167769,charShow,,,a
e05,,1484228168168,charShow,,,b
e05,,1484228168459,screenTap,,,
